id,email,name,website,amenity,building,shop,tourism,information,addr:full,tags_search,additional_information,geometry,sentence,gml_id,interpreted_type,mid_labels,bosserhof_class,short_reason
301132223,,Kaninchengarten,,bicycle_parking,,,,,,capacity 10 check date capacity 2021 09 05 covered no supervised no,bicycle_parking: wall_loops,"POLYGON ((10.545455932617188 52.482826232910156, 10.545392036437988 52.482845306396484, 10.545406341552734 52.48286056518555, 10.545469284057617 52.48284149169922, 10.545455932617188 52.482826232910156))",Kaninchengarten. Amenity: bicycle_parking. Additional information: bicycle_parking: wall_loops. Additional tags: capacity 10 check date capacity 2021 09 05 covered no supervised no.,301132223,bicycle parking (wall loops),[],,"This feature is an amenity=bicycle_parking with wall_loops, capacity for 10 bikes, uncovered and uns"
11302957735,,,,device_charging_station,,,,,,,,POINT (10.374136924743652 52.04929733276367),Amenity: device_charging_station.,11302957735,Device charging station,[],,The OSM tag amenity=device_charging_station indicates an outdoor infrastructure point for charging d
242077999,,,,shelter,shed,,,,,roof shape gabled shelter type public transport,,"POLYGON ((10.484434127807617 51.959503173828125, 10.484456062316895 51.95951843261719, 10.484466552734375 51.95952606201172, 10.48452091217041 51.95949935913086, 10.484487533569336 51.959476470947266, 10.484434127807617 51.959503173828125))",Amenity: shelter; Building: shed. Additional tags: roof shape gabled shelter type public transport.,242077999,Public transport shelter (bus stop shelter),[],,"The OSM tags indicate amenity=shelter, building=shed, and shelter:type=public_transport, describing "
2257345805,aerzte@aerzte-cellerland.de,Ärzteteam Celler Land,https://aerzte-cellerland.de,doctors,,,,,"Celler Straße, 54a, Eschede, 29348",healthcare speciality general wheelchair yes,,POINT (10.226425170898438 52.727108001708984),"Ärzteteam Celler Land. Website: https://aerzte-cellerland.de; Email: aerzte@aerzte-cellerland.de. Amenity: doctors. Address: Celler Straße, 54a, Eschede, 29348. Additional tags: healthcare speciality general wheelchair yes.",2257345805,General medical practice,"['errands', 'business', 'work']",customer-oriented services,The OSM tag amenity=doctors and description 'Ärzteteam Celler Land' indicate a general healthcare fa
9705856973,,E-Center,,,,supermarket,,,"Am Rehmanger, 2, Wolfenbüttel, 38304",wheelchair yes,,POINT (10.509077072143555 52.15953063964844),"E-Center. Shop: supermarket. Address: Am Rehmanger, 2, Wolfenbüttel, 38304. Additional tags: wheelchair yes.",9705856973,E-Center supermarket,"['retail_daily', 'errands', 'work']",hypermarkets / superstores,The OSM tag shop=supermarket and the name “E-Center” clearly indicate a large grocery store where pe
5911413734,,Meine Küche + Räume,https://www.meinekueche.com,,,kitchen,,,"Am Marktplatz, 1, Meine, 38527",level 0 1,,POINT (10.53624153137207 52.380882263183594),"Meine Küche + Räume. Website: https://www.meinekueche.com. Shop: kitchen. Address: Am Marktplatz, 1, Meine, 38527. Additional tags: level 0 1.",5911413734,Kitchen showroom and retail store,"['retail_non_daily', 'errands', 'work']",furniture stores,The OSM tag “shop=kitchen” and the name (“Meine Küche + Räume”) indicate this is a specialty retail 
10978589200,,,,waste_disposal,,,,,,,,POINT (10.830018043518066 52.4444694519043),Amenity: waste_disposal.,10978589200,public waste disposal amenity (trash bin/drop-off point),[],,The OSM tag amenity=waste_disposal refers to a public waste disposal point (trash bins or drop-off f
292154769,,,,parking,,,,,,access private smoothness intermediate surface grass paver,parking: surface,"POLYGON ((10.346842765808105 51.804046630859375, 10.346806526184082 51.8040885925293, 10.34709644317627 51.80409622192383, 10.347146987915039 51.80405044555664, 10.346842765808105 51.804046630859375))",Amenity: parking. Additional information: parking: surface. Additional tags: access private smoothness intermediate surface grass paver.,292154769,Private surface parking lot,[],,"The feature is an outdoor parking area (amenity=parking, parking=surface, surface=grass paver) with "
4061996643,,Westfalenbahn,,vending_machine,,,,,,check date 2025 11 02 level 0 vending public transport tickets,,POINT (10.53935432434082 52.25263214111328),Westfalenbahn. Amenity: vending_machine. Additional tags: check date 2025 11 02 level 0 vending public transport tickets.,4061996643,Public transport ticket vending machine,[],,This OSM snippet describes a vending_machine for Westfalenbahn public transport tickets. It is not a
614446035,,,,parking_space,,,,,,,,"POLYGON ((10.641414642333984 52.25174331665039, 10.641380310058594 52.25173568725586, 10.641358375549316 52.25177764892578, 10.641393661499023 52.25178146362305, 10.641414642333984 52.25174331665039))",Amenity: parking_space.,614446035,Parking space,[],,"The OSM tag amenity=parking_space refers to an individual parking spot, which is transportation infr"
11246968635,,,,vacuum_cleaner,,,,,,,,POINT (10.514389991760254 52.24966049194336),Amenity: vacuum_cleaner.,11246968635,Public vacuum cleaner station (amenity),[],,"The tag amenity=vacuum_cleaner refers to a standalone vacuum cleaner installation (e.g., at a fillin"
9865119840,,,,shooting,,,,,,,,POINT (10.143350601196289 51.789241790771484),Amenity: shooting.,9865119840,shooting range,"['sports', 'leisure']",fitness / wellness,"The OSM tag amenity=shooting denotes an indoor shooting range or shooting club, a facility where peo"
475130966,,,,hunting_stand,,,,,,,,POINT (10.485928535461426 52.10467529296875),Amenity: hunting_stand.,475130966,hunting stand,[],,"The OSM tag amenity=hunting_stand refers to a small outdoor structure used for hunting, not a buildi"
260454100,,Roxy,,cinema,,,,,,wheelchair no wikidata q34379340,,POINT (11.007081985473633 52.23267364501953),Roxy. Amenity: cinema. Additional tags: wheelchair no wikidata q34379340.,260454100,Cinema (Roxy),"['leisure', 'meetup', 'work']",large cinemas,The OSM tag amenity=cinema with name “Roxy” indicates this is an indoor movie theatre. Visitors go t
4387349929,,Freiwillige Feuerwehr Braunschweig-Rüningen,,fire_station,,,,,"Thiedestraße, 19c, Braunschweig, 38122",check date 2023 06 08,,POINT (10.503890991210938 52.22264099121094),"Freiwillige Feuerwehr Braunschweig-Rüningen. Amenity: fire_station. Address: Thiedestraße, 19c, Braunschweig, 38122. Additional tags: check date 2023 06 08.",4387349929,Volunteer fire station (Freiwillige Feuerwehr),['work'],Public facilities,The OSM tag amenity=fire_station and the name Freiwillige Feuerwehr Braunschweig-Rüningen indicate t
512357682,,,,parking,,,,,,access yes fee no,parking: surface,"POLYGON ((11.04436206817627 52.315635681152344, 11.044683456420898 52.31631851196289, 11.044944763183594 52.3162727355957, 11.044622421264648 52.315589904785156, 11.04436206817627 52.315635681152344))",Amenity: parking. Additional information: parking: surface. Additional tags: access yes fee no.,512357682,Surface parking lot,[],,The OSM tags describe an amenity=parking with parking=surface (open-air parking area) and no mention
300153478,,,,bench,,,,,,,,POINT (10.309947967529297 51.80911636352539),Amenity: bench.,300153478,Bench,[],,"The OSM tag amenity=bench denotes a piece of street furniture, not an enterable building or destinat"
8442689636,,Müller,,,,chemist,,,,brand müller brand wikidata q1958759,,POINT (10.082335472106934 52.62369918823242),Müller. Shop: chemist. Additional tags: brand müller brand wikidata q1958759.,8442689636,Müller pharmacy (chemist shop),"['retail_daily', 'errands', 'work']",retail (small-scale),"The OSM tag shop=chemist identifies this as a pharmacy under the Müller brand, a daily‐needs retail "
1453107449,,,,parking_space,,,,,,,,"POLYGON ((10.24820327758789 51.727455139160156, 10.248191833496094 51.727413177490234, 10.2482271194458 51.72740936279297, 10.248238563537598 51.72745132446289, 10.24820327758789 51.727455139160156))",Amenity: parking_space.,1453107449,parking space,[],,"The OSM tag amenity=parking_space denotes an individual parking spot, which is an outdoor infrastruc"
163869047,museum@koenigslutter.de,Museum für mechanische Musikinstrumente,https://www.museen-koenigslutter.de/,,yes,,museum,,"Königslutter am Elm, 38154",fax 495353 912155 fee yes wikidata q76636274,,"POLYGON ((10.81682014465332 52.2450065612793, 10.81704044342041 52.24498748779297, 10.817023277282715 52.244911193847656, 10.816998481750488 52.244789123535156, 10.816779136657715 52.244808197021484, 10.81679916381836 52.244903564453125, 10.81682014465332 52.2450065612793))","Museum für mechanische Musikinstrumente. Website: https://www.museen-koenigslutter.de/; Email: museum@koenigslutter.de. Building: yes; Tourism: museum. Address: Königslutter am Elm, 38154. Additional tags: fax 495353 912155 fee yes wikidata q76636274.",163869047,Museum of mechanical musical instruments,['leisure'],"entertainment, culture",The OSM tag tourism=museum and the description 'Museum für mechanische Musikinstrumente' clearly ide
1180088691,,,,bicycle_parking,,,,,,capacity 18 covered no,bicycle_parking: stands,"LINESTRING (10.781746864318848 52.42780303955078, 10.781744003295898 52.4277229309082)",Amenity: bicycle_parking. Additional information: bicycle_parking: stands. Additional tags: capacity 18 covered no.,1180088691,Bicycle parking (stands),[],,"The feature is amenity=bicycle_parking with 18 stands and no cover, which is an outdoor parking faci"
13342728737,,,,bicycle_parking,,,,,,access yes capacity 2 capacity cargo bike 0 covered no fee no smoothness good supervised no surface paving stones,bicycle_parking: stands,POINT (10.538167953491211 52.26761245727539),Amenity: bicycle_parking. Additional information: bicycle_parking: stands. Additional tags: access yes capacity 2 capacity cargo bike 0 covered no fee no smoothness good supervised no surface paving stones.,13342728737,bicycle parking stand,[],,"The feature is an outdoor bicycle parking facility (stands) with capacity for 2 bikes, no building o"
190898811,,,,parking_space,,,,,,access private lit yes surface asphalt,parking: surface,"POLYGON ((10.796918869018555 52.43415069580078, 10.796955108642578 52.43415451049805, 10.796966552734375 52.434112548828125, 10.796930313110352 52.43410873413086, 10.796918869018555 52.43415069580078))",Amenity: parking_space. Additional information: parking: surface. Additional tags: access private lit yes surface asphalt.,190898811,private surface parking space,[],,"The OSM tags (amenity=parking_space, parking=surface, access=private, surface=asphalt) describe an o"
1207743543,,,,,,,information,board,,board type history,,POINT (10.28567886352539 51.86513137817383),Tourism: information; Information: board. Additional tags: board type history.,1207743543,Historical information board,[],,"This OSM snippet describes an outdoor tourism information board (tourism=information, information=bo"
1052603430,,,,parking,,,,,,access customers,,"POLYGON ((10.801243782043457 52.440975189208984, 10.80139446258545 52.44105911254883, 10.801111221313477 52.441246032714844, 10.8009614944458 52.441158294677734, 10.801243782043457 52.440975189208984))",Amenity: parking. Additional tags: access customers.,1052603430,customer parking lot,[],,"The OSM tag amenity=parking with access=customers indicates an outdoor parking area for visitors, no"
12061519943,,,,recycling,,,,,,recycling cans yes recycling green waste yes recycling paper yes recycling plastic no recycling plastic packaging yes recycling type container,,POINT (10.815047264099121 52.441810607910156),Amenity: recycling. Additional tags: recycling cans yes recycling green waste yes recycling paper yes recycling plastic no recycling plastic packaging yes recycling type container.,12061519943,Recycling container (outdoor recycling facility),[],,The OSM tags—amenity=recycling and type=container—describe an outdoor recycling container site (cans
297133274,,,,parking,,,,,,,,"POLYGON ((10.453032493591309 51.80461502075195, 10.453828811645508 51.80454635620117, 10.453815460205078 51.80448913574219, 10.453020095825195 51.80455780029297, 10.453032493591309 51.80461502075195))",Amenity: parking.,297133274,Parking lot,[],,"The place is tagged amenity=parking, indicating an outdoor parking area or lot rather than an entera"
12063567058,,,,bench,,,,,,backrest yes,,POINT (10.88216781616211 52.49101638793945),Amenity: bench. Additional tags: backrest yes.,12063567058,bench,[],,"The feature is an outdoor bench (amenity=bench, backrest=yes), which is street furniture rather than"
13230203726,,,,bench,,,,,,backrest yes,,POINT (10.33808422088623 51.757930755615234),Amenity: bench. Additional tags: backrest yes.,13230203726,bench,[],,"The OSM tags indicate an amenity=bench with backrest=yes, which is a piece of outdoor street furnitu"
8432662743,,Fachwerk,https://fachwerk-friseur.de/,,,hairdresser,,,"Oberstraße, 118, Bad Salzdetfurth, 31162",,,POINT (10.007624626159668 52.061912536621094),"Fachwerk. Website: https://fachwerk-friseur.de/. Shop: hairdresser. Address: Oberstraße, 118, Bad Salzdetfurth, 31162.",8432662743,Hair salon (Friseur),"['errands', 'work']",customer-oriented services,The OSM tag shop=hairdresser and the website ‚fachwerk-friseur.de‘ indicate this is a hair salon bui
11207046564,,Hausärzte Humboldtstraße,https://hausaerzte-humboldtstrasse.de,doctors,,,,,"Humboldtstraße, 24, Braunschweig, 38106",check date opening hours 2025 06 25 healthcare doctor healthcare speciality general internal wheelchair no,,POINT (10.535965919494629 52.27062225341797),"Hausärzte Humboldtstraße. Website: https://hausaerzte-humboldtstrasse.de. Amenity: doctors. Address: Humboldtstraße, 24, Braunschweig, 38106. Additional tags: check date opening hours 2025 06 25 healthcare doctor healthcare speciality general internal wheelchair no.",11207046564,General practitioner medical practice,"['errands', 'business', 'work']",customer-oriented services,The OSM tag amenity=doctors and the name “Hausärzte Humboldtstraße” indicate a general internal medi
605006176,,,,shelter,yes,,,,,bench yes shelter type public transport,,"POLYGON ((10.312539100646973 51.76002502441406, 10.312495231628418 51.76002883911133, 10.31249713897705 51.760040283203125, 10.312541007995605 51.760040283203125, 10.312539100646973 51.76002502441406))",Amenity: shelter; Building: yes. Additional tags: bench yes shelter type public transport.,605006176,Public transport shelter (bus shelter),[],,"The feature is tagged amenity=shelter and shelter=public_transport with bench=yes and building=yes, "
6841990502,,Talo Outlet Warenhaus,,,,clothes,,,"Papenhöher Weg, 6, Osterode am Harz, 37520",,,POINT (10.277183532714844 51.71649169921875),"Talo Outlet Warenhaus. Shop: clothes. Address: Papenhöher Weg, 6, Osterode am Harz, 37520.",6841990502,clothing outlet department store,"['retail_non_daily', 'work']",factory outlet centers,The OSM tag “shop=clothes” and the name “Outlet Warenhaus” indicate a non-daily clothing retail stor
10867890203,,Muschelkalk (Erlebnispfad Asse),,,,,information,board,,board type geology,,POINT (10.639699935913086 52.13801574707031),Muschelkalk (Erlebnispfad Asse). Tourism: information; Information: board. Additional tags: board type geology.,10867890203,Outdoor geological information board on the Erlebnispfad Asse,[],,This POI is an information board (tourism=information; information=board; board:type=geology) along 
453799841,,Waschhaus West,,toilets,yes,,,,,access customers wheelchair yes,,"POLYGON ((10.051849365234375 51.866676330566406, 10.05205249786377 51.86678695678711, 10.05224895477295 51.86666488647461, 10.052021026611328 51.866554260253906, 10.051849365234375 51.866676330566406))",Waschhaus West. Amenity: toilets; Building: yes. Additional tags: access customers wheelchair yes.,453799841,Public toilet building,['errands'],,The OSM tags ‘amenity=toilets’ and ‘building=yes’ indicate this is a standalone toilet facility (pub
153402465,,,,parking,,,,,,,parking: surface,"POLYGON ((10.08464241027832 52.63038635253906, 10.08476448059082 52.630619049072266, 10.084534645080566 52.63066101074219, 10.084412574768066 52.630428314208984, 10.08464241027832 52.63038635253906))",Amenity: parking. Additional information: parking: surface.,153402465,Surface parking lot,[],,"The OSM tags indicate amenity=parking with parking=surface, describing an outdoor surface parking ar"
12947065282,,,,,,,information,route_marker,,survey date 2025 06 23,bicycle: yes,POINT (10.51811408996582 52.297828674316406),Tourism: information; Information: route_marker. Additional information: bicycle: yes. Additional tags: survey date 2025 06 23.,12947065282,bicycle route marker signpost,[],,The OSM tags tourism=information and information=route_marker with bicycle=yes identify this feature
2292327477,,,,hunting_stand,,,,,,height 1 5 hide yes hunting stand position no fixed mobile yes shelter yes,,POINT (10.76159954071045 52.48810958862305),Amenity: hunting_stand. Additional tags: height 1 5 hide yes hunting stand position no fixed mobile yes shelter yes.,2292327477,mobile hunting stand,[],,"This is a non‐enterable, outdoor hunting stand (amenity=hunting_stand, mobile=yes, shelter=yes). It "
4895136954,,,,bench,,,,,,backrest yes colour brown material wood seats 4,,POINT (10.483220100402832 51.897438049316406),Amenity: bench. Additional tags: backrest yes colour brown material wood seats 4.,4895136954,bench,[],,"The OSM tags indicate amenity=bench, an outdoor seating object (wooden bench with backrest). This is"
1448272429,,,,bicycle_parking,,,,,,capacity 3 covered no fee no,bicycle_parking: stands,POINT (10.48387336730957 52.25020980834961),Amenity: bicycle_parking. Additional information: bicycle_parking: stands. Additional tags: capacity 3 covered no fee no.,1448272429,bicycle parking stands,[],,The POI is an outdoor bicycle_parking facility with stands for 3 bikes. It is infrastructure rather 
153309250,,St. Mariae-Jacobi,,place_of_worship,church,,,,,denomination lutheran,religion: christian,"POLYGON ((10.372950553894043 52.04777526855469, 10.373018264770508 52.047760009765625, 10.373066902160645 52.04771423339844, 10.373058319091797 52.047664642333984, 10.372644424438477 52.04751205444336, 10.372535705566406 52.0476188659668, 10.372950553894043 52.04777526855469))",St. Mariae-Jacobi. Amenity: place_of_worship; Building: church. Additional information: religion: christian. Additional tags: denomination lutheran.,153309250,Lutheran church (St. Mariae-Jacobi),['meetup'],,"OSM tags (amenity=place_of_worship, building=church, denomination=lutheran) clearly identify this as"
271001457,,Hirsch Apotheke,https://www.hirsch-apotheke-schellerten.de/,pharmacy,,,,,"Berliner Straße, 63, Schellerten, 31174",dispensing yes,,POINT (10.106298446655273 52.18968200683594),"Hirsch Apotheke. Website: https://www.hirsch-apotheke-schellerten.de/. Amenity: pharmacy. Address: Berliner Straße, 63, Schellerten, 31174. Additional tags: dispensing yes.",271001457,Pharmacy,"['retail_daily', 'errands', 'work']",retail (small-scale),The OSM tag amenity=pharmacy (dispensing=yes) and the name Hirsch Apotheke clearly indicate a retail
11178493464,,,,waste_basket,,,,,,waste trash dog excrement,,POINT (10.75424575805664 52.40947723388672),Amenity: waste_basket. Additional tags: waste trash dog excrement.,11178493464,Public waste basket (dog excrement bin),[],,The OSM tags indicate amenity=waste_basket with waste=trash and dog_excrement. This is an outdoor st
6924450086,,Astek,https://www.autoservice-astek.de/website/,,,car_repair,,,"Hannoversche Straße, 69, Braunschweig, 38116",,,POINT (10.498363494873047 52.27338409423828),"Astek. Website: https://www.autoservice-astek.de/website/. Shop: car_repair. Address: Hannoversche Straße, 69, Braunschweig, 38116.",6924450086,Auto repair shop,"['errands', 'work']",vehicle / electrical repair,The OSM tag shop=car_repair and the name/website indicate this is an automotive service workshop whe
283160960,,Kindergarten Löwenzahn,,kindergarten,,,,,,check date 2025 08 26,,POINT (10.55108642578125 52.15857696533203),Kindergarten Löwenzahn. Amenity: kindergarten. Additional tags: check date 2025 08 26.,283160960,Kindergarten Löwenzahn,"['childcare', 'work']",kindergartens,The OSM tag amenity=kindergarten clearly indicates this is a childcare facility (Kita). Visitors pri
2019735268,,Oker River Ranch,,,,,guest_house,,,,,POINT (10.422442436218262 51.827110290527344),Oker River Ranch. Tourism: guest_house.,2019735268,Guest house (lodging),['leisure'],hotels,The OSM tag tourism=guest_house indicates an enterable lodging building used by visitors for accommo
2394669406,,,,hunting_stand,,,,,,height 4 hide yes lockable no shelter yes,,POINT (10.668927192687988 52.628318786621094),Amenity: hunting_stand. Additional tags: height 4 hide yes lockable no shelter yes.,2394669406,Hunting stand (hide),[],,This feature is a hunting stand or hide—a small outdoor shelter/platform used by hunters. It is not 
131118006,,,,parking_space,,,,,,access permissive capacity 14,,"POLYGON ((10.322102546691895 52.15225601196289, 10.321955680847168 52.15192413330078, 10.322026252746582 52.151912689208984, 10.322173118591309 52.152244567871094, 10.322102546691895 52.15225601196289))",Amenity: parking_space. Additional tags: access permissive capacity 14.,131118006,Parking space,[],,"The OSM tag amenity=parking_space with capacity and access tags describes an outdoor parking area, n"
1361470782,,,,parking,,,,,,access private,parking: surface,"POLYGON ((10.50089168548584 52.22798538208008, 10.500972747802734 52.22804641723633, 10.50113582611084 52.228172302246094, 10.501209259033203 52.22822570800781, 10.501607894897461 52.228031158447266, 10.501290321350098 52.227787017822266, 10.50089168548584 52.22798538208008))",Amenity: parking. Additional information: parking: surface. Additional tags: access private.,1361470782,Private surface parking,[],,"The OSM tags indicate amenity=parking, parking=surface, and access=private, pointing to an outdoor p"
1208730141,,,,parking,,,,,,access yes capacity 6 fee yes orientation parallel,parking: street_side,"POLYGON ((10.517779350280762 52.264320373535156, 10.51780891418457 52.26432418823242, 10.517942428588867 52.2640266418457, 10.51791763305664 52.264007568359375, 10.517779350280762 52.264320373535156))",Amenity: parking. Additional information: parking: street_side. Additional tags: access yes capacity 6 fee yes orientation parallel.,1208730141,Street-side parking,[],,"The OSM tags describe a street-side parking amenity (parking=street_side) with capacity and fee, ind"
6308150793,,,,bench,,,,,,backrest no colour yellow material metal seats 3,,POINT (10.41655445098877 51.904754638671875),Amenity: bench. Additional tags: backrest no colour yellow material metal seats 3.,6308150793,public bench,[],,The OSM tags indicate amenity=bench with no building or enclosed structure. A bench is an outdoor st
10748772460,,Augenoptik Kreikemeier,http://www.andreas-nutsch.de/Kreikemeier-AO.JPG,,,optician,,,"Hauptstraße, 44, Lamspringe, 31195",,,POINT (10.011917114257812 51.96061325073242),"Augenoptik Kreikemeier. Website: http://www.andreas-nutsch.de/Kreikemeier-AO.JPG. Shop: optician. Address: Hauptstraße, 44, Lamspringe, 31195.",10748772460,Optician shop (eyewear retailer),"['retail_non_daily', 'errands', 'work']",retail (small-scale),"This POI is clearly an optician’s shop (‘Augenoptik Kreikemeier’, shop=optician), where customers co"
154059907,,,,bicycle_parking,,,,,,access private covered yes,,"POLYGON ((10.747676849365234 52.402626037597656, 10.747682571411133 52.40244674682617, 10.747758865356445 52.40244674682617, 10.747753143310547 52.40262985229492, 10.747676849365234 52.402626037597656))",Amenity: bicycle_parking. Additional tags: access private covered yes.,154059907,private covered bicycle parking,[],,The feature is tagged as amenity=bicycle_parking with private access and covered=yes. This indicates
9847110086,,Benutzungsordnung,,,,,information,board,,board type notice,,POINT (10.646799087524414 51.88532257080078),Benutzungsordnung. Tourism: information; Information: board. Additional tags: board type notice.,9847110086,Regulation notice board (information board),[],,"The OSM tags tourism=information, information=board, and board:type=notice indicate this is an infor"
1460082636,,,,bicycle_parking,,,,,,access yes capacity 6 check date capacity 2025 11 10 covered no fee no,bicycle_parking: stands,POINT (10.533201217651367 52.26929473876953),Amenity: bicycle_parking. Additional information: bicycle_parking: stands. Additional tags: access yes capacity 6 check date capacity 2025 11 10 covered no fee no.,1460082636,bicycle parking stands,[],,The OSM tags indicate an amenity=bicycle_parking with stands for six bicycles. This is outdoor infra
11967467872,,,,bench,,,,,,backrest yes material wood,,POINT (10.56964111328125 51.865474700927734),Amenity: bench. Additional tags: backrest yes material wood.,11967467872,bench,[],,"The place is an amenity=bench, which is an outdoor seating object (wooden bench with backrest). It i"
12574055196,,[tomrobins],,,,wine,,,,,,POINT (10.51960277557373 52.26321792602539),[tomrobins]. Shop: wine.,12574055196,Wine shop,"['retail_non_daily', 'errands', 'work']",retail (small-scale),OSM tag “shop=wine” and the phrase “Shop: wine” indicate a specialty retail building selling wine. V
13378276421,,,,,,,information,guidepost,,,,POINT (10.49789047241211 51.74277877807617),Tourism: information; Information: guidepost.,13378276421,Tourist information guidepost,[],,The OSM tags tourism=information and information=guidepost indicate an outdoor tourist information s
3324224423,,RICO's,,fast_food,,,,,,cuisine burger wheelchair yes,,POINT (10.521089553833008 52.264251708984375),RICO's. Amenity: fast_food. Additional tags: cuisine burger wheelchair yes.,3324224423,RICO's fast food burger restaurant,"['leisure', 'meetup', 'work']",restaurants / gastronomy,The OSM tags amenity=fast_food and cuisine=burger clearly indicate this is a fast-food restaurant bu
12053113515,,,,bicycle_rental,,,,,,,bicycle_rental: dropoff_point,POINT (10.538896560668945 52.284217834472656),Amenity: bicycle_rental. Additional information: bicycle_rental: dropoff_point.,12053113515,Bicycle rental drop-off point,[],,The OSM tag amenity=bicycle_rental combined with bicycle_rental:dropoff_point indicates an outdoor b
8644418932,,,,bench,,,,,,backrest no material wood,,POINT (10.250166893005371 51.815799713134766),Amenity: bench. Additional tags: backrest no material wood.,8644418932,bench,[],,"The feature is tagged as amenity=bench with wooden material and backrest, indicating outdoor street "
11323145636,,Frauengesundheitszentrum Feminina,,doctors,,,,,"Dumfrieser Ring, 2-4, Gifhorn, 38518",healthcare doctor healthcare speciality gynaecology,,POINT (10.574974060058594 52.47350311279297),"Frauengesundheitszentrum Feminina. Amenity: doctors. Address: Dumfrieser Ring, 2-4, Gifhorn, 38518. Additional tags: healthcare doctor healthcare speciality gynaecology.",11323145636,Women’s health center (gynecology clinic),"['errands', 'business', 'work']",customer-oriented services,"The OSM tags (amenity=doctors, healthcare:speciality=gynecology) and name “Frauengesundheitszentrum "
7840741110,,,,bench,,,,,,,,POINT (10.275012016296387 51.909610748291016),Amenity: bench.,7840741110,bench,[],,The OSM tag amenity=bench describes a standalone seating object in the public realm. It is an outdoo
595221750,,,,parking_space,,,,,,capacity 1,,"POLYGON ((10.33901596069336 51.80683517456055, 10.338995933532715 51.80685806274414, 10.339022636413574 51.80686569213867, 10.339055061340332 51.806880950927734, 10.339075088500977 51.80685806274414, 10.33901596069336 51.80683517456055))",Amenity: parking_space. Additional tags: capacity 1.,595221750,parking space,[],,"The OSM tag amenity=parking_space with capacity=1 describes a single outdoor parking spot, not an en"
12388199352,,Wölbacker,,,,,information,board,,,,POINT (10.179031372070312 51.719520568847656),Wölbacker. Tourism: information; Information: board.,12388199352,Tourist information board,[],,The OSM tags tourism=information and information=board indicate this is an outdoor tourist informati
10283118252,,,,recycling,,,,,,check date recycling 2025 03 04 recycling green waste yes recycling type container,,POINT (10.557692527770996 52.257530212402344),Amenity: recycling. Additional tags: check date recycling 2025 03 04 recycling green waste yes recycling type container.,10283118252,Recycling container/point,[],,"The OSM tags (amenity=recycling, recycling:type=container, recycling:green_waste=yes) describe an ou"
1484919765,,,,waste_basket,,,,,,,,POINT (10.716676712036133 52.42143630981445),Amenity: waste_basket.,1484919765,Waste basket,[],,The OSM tag amenity=waste_basket refers to a street‐furniture object for disposing of trash. It is n
12903238487,,Deutsche Post,,post_box,,,,,,check date 2025 06 10 collection times mo fr 16 00 sa 11 00 su off operator wikidata q157645,,POINT (10.24267578125 52.348663330078125),Deutsche Post. Amenity: post_box. Additional tags: check date 2025 06 10 collection times mo fr 16 00 sa 11 00 su off operator wikidata q157645.,12903238487,Postbox (mailbox),[],,"The OSM tag amenity=post_box indicates an outdoor mailbox, not an enterable building or facility. It"
235756525,,Gemeinschaftspraxis Jerxheim,,doctors,yes,,,,"Schulstraße, 2, Jerxheim, 38381",healthcare doctor,,"POLYGON ((10.89836597442627 52.08203125, 10.89836597442627 52.082122802734375, 10.89840030670166 52.082122802734375, 10.898399353027344 52.08229064941406, 10.898580551147461 52.08229446411133, 10.898581504821777 52.082122802734375, 10.898667335510254 52.082122802734375, 10.898667335510254 52.08203125, 10.89836597442627 52.08203125))","Gemeinschaftspraxis Jerxheim. Amenity: doctors; Building: yes. Address: Schulstraße, 2, Jerxheim, 38381. Additional tags: healthcare doctor.",235756525,Group medical practice (Gemeinschaftspraxis),"['errands', 'business', 'work']",customer-oriented services,The OSM snippet describes a Gemeinschaftspraxis (group doctors’ practice) with amenity=doctors and h
4064088374,,,,vending_machine,,,,,,check date 2024 01 21 fee no vending excrement bags,,POINT (10.55963134765625 51.95656204223633),Amenity: vending_machine. Additional tags: check date 2024 01 21 fee no vending excrement bags.,4064088374,vending machine for dog waste bags,[],,"The feature is a standalone vending machine (amenity=vending_machine) dispensing excrement bags, not"
1497110813,,,,parking_entrance,,,,,,,,POINT (10.46711540222168 52.250572204589844),Amenity: parking_entrance.,1497110813,Parking entrance,[],,"The OSM tag amenity=parking_entrance indicates an entrance to a parking facility or lot, which is tr"
175494931,,,,parking,,,,,,access customers fee no wheelchair yes,parking: surface,"POLYGON ((10.522040367126465 52.1628532409668, 10.52202033996582 52.16282653808594, 10.522016525268555 52.16279602050781, 10.522233009338379 52.16263198852539, 10.522297859191895 52.16261672973633, 10.522552490234375 52.162654876708984, 10.522692680358887 52.162689208984375, 10.52281379699707 52.16274642944336, 10.522567749023438 52.16286849975586, 10.522419929504395 52.16278076171875, 10.52225112915039 52.162899017333984, 10.5221529006958 52.16284942626953, 10.522095680236816 52.16289520263672, 10.522040367126465 52.1628532409668))",Amenity: parking. Additional information: parking: surface. Additional tags: access customers fee no wheelchair yes.,175494931,surface parking lot,[],,"The OSM tags (amenity=parking, parking=surface) indicate an outdoor surface parking facility, not an"
